            121.48399               4.48792             125.97191             347.19864 
           3951.17863  8602056656010214.00000  8602056656014165.00000  665480766689272832.00000 
           4412.32552  8602056656009750.00000  8602056656014162.00000  665480766689236992.00000 
           4891.78621  8602056656009276.00000  8602056656014168.00000  665480766689200384.00000 
           5379.99838  8602056656008788.00000  8602056656014168.00000  665480766689162624.00000 
           5828.30987  8602056656008336.00000  8602056656014164.00000  665480766689127552.00000 
           6297.18352  8602056656007864.00000  8602056656014161.00000  665480766689091072.00000 
           6746.66781  8602056656007416.00000  8602056656014163.00000  665480766689056384.00000 
           7205.07902  8602056656006954.00000  8602056656014159.00000  665480766689020672.00000 
           7670.95278  8602056656006456.00000  8602056656014127.00000  665480766688982144.00000 
           8098.49330  8602056656006028.00000  8602056656014126.00000  665480766688948992.00000 
           8558.78526  8602056656005564.00000  8602056656014123.00000  665480766688913152.00000 
           8992.79718  8602056656005130.00000  8602056656014123.00000  665480766688879616.00000 
           9436.69186  8602056656004686.00000  8602056656014123.00000  665480766688845184.00000 
           9873.17066  8602056656004228.00000  8602056656014101.00000  665480766688809856.00000 
          10300.94767  8602056656003798.00000  8602056656014099.00000  665480766688776576.00000 
          10741.60866  8602056656003354.00000  8602056656014096.00000  665480766688742144.00000 
          11166.10595  8602056656002932.00000  8602056656014098.00000  665480766688709504.00000 
          11563.59641  8602056656002532.00000  8602056656014096.00000  665480766688678528.00000 
          11979.48416  8602056656002116.00000  8602056656014095.00000  665480766688646400.00000 
          12377.45076  8602056656001718.00000  8602056656014095.00000  665480766688615552.00000 
          12818.41601  8602056656001278.00000  8602056656014096.00000  665480766688581632.00000 
          13238.14608  8602056656000862.00000  8602056656014100.00000  665480766688549376.00000 
          13649.48537  8602056656000456.00000  8602056656014105.00000  665480766688518016.00000 
          14041.85613  8602056656000066.00000  8602056656014108.00000  665480766688487808.00000 
          14450.61421  8602056655999664.00000  8602056656014115.00000  665480766688456704.00000 
          14845.15606  8602056655999266.00000  8602056656014111.00000  665480766688425856.00000 
          15281.80060  8602056655998836.00000  8602056656014118.00000  665480766688392704.00000 
          15651.68510  8602056655998464.00000  8602056656014116.00000  665480766688363904.00000 
          16056.14774  8602056655998062.00000  8602056656014118.00000  665480766688332800.00000 
          16468.19680  8602056655997652.00000  8602056656014120.00000  665480766688301056.00000 
          16852.34894  8602056655997270.00000  8602056656014122.00000  665480766688271488.00000 
          17239.72979  8602056655996886.00000  8602056656014126.00000  665480766688241792.00000 
          17646.10366  8602056655986194.00000  8602056656003840.00000  665480766687414656.00000 
          18042.53732  8602056655985796.00000  8602056656003839.00000  665480766687383808.00000 
          18446.15696  8602056655985392.00000  8602056656003838.00000  665480766687352576.00000 
          18839.61080  8602056655985000.00000  8602056656003840.00000  665480766687322240.00000 
          19216.32008  8602056655984624.00000  8602056656003840.00000  665480766687293184.00000 
          19601.99154  8602056655984238.00000  8602056656003840.00000  665480766687263360.00000 
          19966.59432  8602056655983872.00000  8602056656003839.00000  665480766687234944.00000 
          20330.62926  8602056655983510.00000  8602056656003841.00000  665480766687207040.00000 
          20706.53572  8602056655983140.00000  8602056656003847.00000  665480766687178368.00000 
          21067.52021  8602056655982788.00000  8602056656003856.00000  665480766687151104.00000 
          21468.50646  8602056655982408.00000  8602056656003877.00000  665480766687121792.00000 
          21786.21149  8602056655982088.00000  8602056656003874.00000  665480766687096960.00000 
          22143.15975  8602056655981730.00000  8602056656003873.00000  665480766687069312.00000 
          22522.64036  8602056655981354.00000  8602056656003877.00000  665480766687040256.00000 
          22869.28234  8602056655981010.00000  8602056656003879.00000  665480766687013632.00000 
          23227.39009  8602056655980652.00000  8602056656003879.00000  665480766686985856.00000 
          23557.16592  8602056655980322.00000  8602056656003879.00000  665480766686960384.00000 
          23918.61742  8602056655979960.00000  8602056656003879.00000  665480766686932352.00000 
          24243.72833  8602056655979636.00000  8602056656003880.00000  665480766686907264.00000 
          24597.36689  8602056655979370.00000  8602056656003967.00000  665480766686886656.00000 
          24964.11968  8602056835828198.00000  8602056835853162.00000  665480780600528640.00000 
          25325.06430  8602056835827836.00000  8602056835853161.00000  665480780600500608.00000 
          25714.91637  8602056835827442.00000  8602056835853157.00000  665480780600470144.00000 
          26064.36520  8602056835827090.00000  8602056835853154.00000  665480780600442880.00000 
          26456.15482  8602056835826704.00000  8602056835853160.00000  665480780600413056.00000 
         224416.28491  8603149248295632.00000  8603149248520048.00000  665565292888163968.00000 
         718906.12202  8603149247801142.00000  8603149248520048.00000  665565292849908864.00000 
        1213394.89077  8603149247306654.00000  8603149248520049.00000  665565292811653760.00000 
        1707858.61865  8603149246812188.00000  8603149248520047.00000  665565292773400320.00000 
        2202332.56153  8603149246317714.00000  8603149248520047.00000  665565292735146368.00000 
        2696799.14261  8603149245823246.00000  8603149248520045.00000  665565292696892928.00000 
        3191260.69659  8603149245328784.00000  8603149248520045.00000  665565292658639872.00000 
        3685722.92479  8603149244834322.00000  8603149248520045.00000  665565292620386816.00000 
        4180191.73276  8603149244339854.00000  8603149248520046.00000  665565292582133248.00000 
        4674631.20058  8603149243845414.00000  8603149248520045.00000  665565292543881856.00000 
        5169071.86576  8603149243350974.00000  8603149248520046.00000  665565292505630592.00000 
        5663527.59571  8603149242856518.00000  8603149248520046.00000  665565292467377920.00000 
        6157976.97576  8603149242362066.00000  8603149248520043.00000  665565292429125632.00000 
        6652446.53608  8603149241867604.00000  8603149248520051.00000  665565292390872576.00000 
        7146903.47780  8603149241373204.00000  8603149248520107.00000  665565292352624384.00000 
 36399671649573299786833289281536.00000  6210188665924234551604237184426967668235825299774263568738660909056.00000  6210188665924234551604237184426967668235825299774263568738660909056.00000  480438722964786912913605206386963911705193079551959344556148944535552.00000 
 2356240566451873546329127953367040.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 4712481132903747092658255906734080.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 7068721699355622368369640770371584.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 9424962265807498797002530240856064.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 11781202832259375225635419711340544.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 14137443398711251654268309181825024.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 16493683965163128082901198652309504.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 18849924531615004511534088122793984.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 21206165098066878634323968379584512.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 23562405664518755062956857850068992.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 25918646230970631491589747320553472.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 28274886797422507920222636791037952.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 30631127363874384348855526261522432.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 32987367930326260777488415732006912.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 35343608496778137206121305202491392.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 37699849063230013634754194672975872.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 40056089629681890063387084143460352.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 42412330196133766492019973613944832.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 44768570762585642920652863084429312.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 47124811329037519349285752554913792.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 49481051895489395777918642025398272.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 51837292461941272206551531495882752.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 54193533028393148635184420966367232.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 56549773594845025063817310436851712.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 58906014161296901492450199907336192.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 61262254727748777921083089377820672.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 63618495294200654349715978848305152.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 65974735860652530778348868318789632.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 68330976427104407206981757789274112.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 70687216993556283635614647259758592.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 73043457560008160064247536730243072.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 75399698126460036492880426200727552.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 77755938692911912921513315671212032.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 80112179259363789350146205141696512.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 82468419825815665778779094612180992.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 84824660392267532984039947227889664.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 87180900958719409412672836698374144.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 89537141525171285841305726168858624.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 91893382091623162269938615639343104.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 94249622658075038698571505109827584.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 96605863224526915127204394580312064.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 98962103790978791555837284050796544.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 101318344357430667984470173521281024.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 103674584923882544413103062991765504.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 106030825490334420841735952462249984.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 108387066056786297270368841932734464.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 110743306623238173699001731403218944.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 113099547189690050127634620873703424.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 115455787756141926556267510344187904.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 117812028322593802984900399814672384.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 120168268889045679413533289285156864.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 122524509455497555842166178755641344.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 124880750021949432270799068226125824.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 127236990588401308699431957696610304.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 129593231154853185128064847167094784.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 131949471721305061556697736637579264.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 134305712287756937985330626108063744.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 136661952854208814413963515578548224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 139018193420660690842596405049032704.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 141374433987112567271229294519517184.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 143730674553564443699862183990001664.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 146086915120016320128495073460486144.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 148443155686468196557127962930970624.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 150799396252920072985760852401455104.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 153155636819371949414393741871939584.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 155511877385823825843026631342424064.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 157868117952275702271659520812908544.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 160224358518727578700292410283393024.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 162580599085179455128925299753877504.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 164936839651631331557558189224361984.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 167293080218083189539447004985294848.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 169649320784535065968079894455779328.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 172005561350986942396712783926263808.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 174361801917438818825345673396748288.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 176718042483890695253978562867232768.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 179074283050342571682611452337717248.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 181430523616794448111244341808201728.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 183786764183246324539877231278686208.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 186143004749698200968510120749170688.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 188499245316150077397143010219655168.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 190855485882601953825775899690139648.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 193211726449053830254408789160624128.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 195567967015505706683041678631108608.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 197924207581957583111674568101593088.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 200280448148409459540307457572077568.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 202636688714861335968940347042562048.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 204992929281313212397573236513046528.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 207349169847765088826206125983531008.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 209705410414216965254839015454015488.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 212061650980668841683471904924499968.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 214417891547120718112104794394984448.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 216774132113572594540737683865468928.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 219130372680024470969370573335953408.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 221486613246476347398003462806437888.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 223842853812928223826636352276922368.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 226199094379380100255269241747406848.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 228555334945831976683902131217891328.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 230911575512283853112535020688375808.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 233267816078735729541167910158860288.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 235624056645187605969800799629344768.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
 237980297211639482398433689099829248.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  24840754663696938206416948737707870672943301199097054274954643636224.00000  1921754891859147651654420825547855646820772318207837378224595778142208.00000 
